İl,İl_Kodu,Kategori,Yıl,Toplam_Nüfus,Erkek,Kadın,Şehir,Köy,Çocuk_0_14,Genç_15_24,Yetişkin_25_64,Yaşlı_65+,Büyüme_Oranı_%,Nüfus_Yoğunluğu_km2
Nevşehir,50,Küçük Şehir,2013,284319,142728,141591,207552,76767,65393,45491,142159,31276,0.8,379.1
Nevşehir,50,Küçük Şehir,2014,286631,143888,142743,212106,74525,65925,45860,143315,31531,0.8,374.2
Nevşehir,50,Küçük Şehir,2015,289078,145117,143961,216808,72270,66487,46252,144539,31800,0.8,357.3
Nevşehir,50,Küçük Şehir,2016,289451,145304,144147,219982,69469,66573,46312,144725,31841,0.8,396.5
Nevşehir,50,Küçük Şehir,2017,292756,146963,145793,225422,67334,67333,46840,146378,32205,0.8,354.0
Nevşehir,50,Küçük Şehir,2018,296551,148868,147683,231309,65242,68206,47448,148275,32622,0.8,373.5
Nevşehir,50,Küçük Şehir,2019,296906,149046,147860,234555,62351,68288,47504,148453,32661,0.8,447.1
Nevşehir,50,Küçük Şehir,2020,300958,151080,149878,240766,60192,69220,48153,150479,33106,0.8,517.1
Nevşehir,50,Küçük Şehir,2021,303773,152494,151279,246056,57717,69867,48603,151886,33417,0.8,384.5
Nevşehir,50,Küçük Şehir,2022,306459,153842,152617,251296,55163,70485,49033,153229,33712,0.8,340.5
Nevşehir,50,Küçük Şehir,2023,307955,154593,153362,255602,52353,70829,49272,153977,33877,0.8,338.0
Nevşehir,50,Küçük Şehir,2024,310941,156092,154849,261190,49751,71516,49750,155470,34205,0.8,476.9
Niğde,51,Küçük Şehir,2005,308157,154694,153463,200302,107855,70876,49305,154078,33898,0.8,532.2
Niğde,51,Küçük Şehir,2006,312450,156849,155601,206217,106233,71863,49992,156225,34370,0.8,429.8
Niğde,51,Küçük Şehir,2007,313565,157409,156156,210088,103477,72119,50170,156782,34494,0.8,512.4
Niğde,51,Küçük Şehir,2008,316563,158914,157649,215262,101301,72809,50650,158281,34823,0.8,560.3
Niğde,51,Küçük Şehir,2009,320556,160919,159637,221183,99373,73727,51288,160278,35263,0.8,420.7
Niğde,51,Küçük Şehir,2010,321124,161204,159920,224786,96338,73858,51379,160562,35325,0.8,365.7
Niğde,51,Küçük Şehir,2011,323396,162344,161052,229611,93785,74381,51743,161698,35574,0.8,399.7
Niğde,51,Küçük Şehir,2012,326093,163698,162395,234786,91307,75001,52174,163046,35872,0.8,354.4
Niğde,51,Küçük Şehir,2013,328582,164948,163634,239864,88718,75573,52573,164291,36145,0.8,561.7
Niğde,51,Küçük Şehir,2014,332349,166839,165510,245938,86411,76440,53175,166174,36560,0.8,393.3
Niğde,51,Küçük Şehir,2015,335997,168670,167327,251997,84000,77279,53759,167998,36961,0.8,407.8
Niğde,51,Küçük Şehir,2016,338876,170115,168761,257545,81331,77941,54220,169438,37277,0.8,571.5
Niğde,51,Küçük Şehir,2017,340845,171104,169741,262450,78395,78394,54535,170422,37494,0.8,452.6
Niğde,51,Küçük Şehir,2018,344244,172810,171434,268510,75734,79176,55079,172122,37867,0.8,542.1
Niğde,51,Küçük Şehir,2019,347266,174327,172939,274340,72926,79871,55562,173633,38200,0.8,526.2
Niğde,51,Küçük Şehir,2020,347129,174258,172871,277703,69426,79839,55540,173564,38186,0.8,511.2
Niğde,51,Küçük Şehir,2021,351116,176260,174856,284403,66713,80756,56178,175558,38624,0.8,622.5
Niğde,51,Küçük Şehir,2022,355590,178506,177084,291583,64007,81785,56894,177795,39116,0.8,491.8
Niğde,51,Küçük Şehir,2023,358240,179836,178404,297339,60901,82395,57318,179120,39407,0.8,459.3
Niğde,51,Küçük Şehir,2024,360843,181143,179700,303108,57735,82993,57734,180421,39695,0.8,463.2
Ordu,52,Orta Ölçek,2005,608445,305439,303006,395489,212956,139942,97351,304222,66930,1.2,734.8
Ordu,52,Orta Ölçek,2006,615774,309118,306656,406410,209364,141628,98523,307887,67736,1.2,675.2
Ordu,52,Orta Ölçek,2007,618960,310717,308243,414703,204257,142360,99033,309480,68087,1.2,1072.7
Ordu,52,Orta Ölçek,2008,627901,315206,312695,426972,200929,144417,100464,313950,69070,1.2,662.3
Ordu,52,Orta Ölçek,2009,633139,317835,315304,436865,196274,145621,101302,316569,69647,1.2,895.5
Ordu,52,Orta Ölçek,2010,644338,323457,320881,451036,193302,148197,103094,322169,70878,1.2,960.3
Ordu,52,Orta Ölçek,2011,651581,327093,324488,462622,188959,149863,104252,325790,71676,1.2,928.2
Ordu,52,Orta Ölçek,2012,656184,329404,326780,472452,183732,150922,104989,328092,72181,1.2,733.2
Ordu,52,Orta Ölçek,2013,663242,332947,330295,484166,179076,152545,106118,331621,72958,1.2,781.2
Ordu,52,Orta Ölçek,2014,674395,338546,335849,499052,175343,155110,107903,337197,74185,1.2,825.5
Ordu,52,Orta Ölçek,2015,680226,341473,338753,510169,170057,156451,108836,340113,74826,1.2,1234.5
Ordu,52,Orta Ölçek,2016,693376,348074,345302,526965,166411,159476,110940,346688,76272,1.2,1071.7
Ordu,52,Orta Ölçek,2017,696817,349802,347015,536549,160268,160267,111490,348408,76652,1.2,1054.2
Ordu,52,Orta Ölçek,2018,704411,353614,350797,549440,154971,162014,112705,352205,77487,1.2,884.9
Ordu,52,Orta Ölçek,2019,713451,358152,355299,563626,149825,164093,114152,356725,78481,1.2,817.2
Ordu,52,Orta Ölçek,2020,727139,365023,362116,581711,145428,167241,116342,363569,79987,1.2,935.8
Ordu,52,Orta Ölçek,2021,736212,369578,366634,596331,139881,169328,117793,368106,80985,1.2,1212.9
Ordu,52,Orta Ölçek,2022,745156,374068,371088,611027,134129,171385,119224,372578,81969,1.2,945.6
Ordu,52,Orta Ölçek,2023,754172,378594,375578,625962,128210,173459,120667,377086,82960,1.2,1015.0
Ordu,52,Orta Ölçek,2024,762635,382842,379793,640613,122022,175406,122021,381317,83891,1.2,1004.8
Rize,53,Küçük Şehir,2005,301005,151104,149901,195653,105352,69231,48160,150502,33112,0.8,431.9
Rize,53,Küçük Şehir,2006,303507,152360,151147,200314,103193,69806,48561,151753,33387,0.8,491.9
Rize,53,Küçük Şehir,2007,305521,153371,152150,204699,100822,70269,48883,152760,33609,0.8,400.4
Rize,53,Küçük Şehir,2008,307442,154335,153107,209060,98382,70711,49190,153721,33820,0.8,366.0
Rize,53,Küçük Şehir,2009,310002,155621,154381,213901,96101,71300,49600,155001,34101,0.8,546.7
Rize,53,Küçük Şehir,2010,312111,156679,155432,218477,93634,71785,49937,156055,34334,0.8,544.7
Rize,53,Küçük Şehir,2011,316290,158777,157513,224565,91725,72746,50606,158145,34793,0.8,340.5
Rize,53,Küçük Şehir,2012,318721,159997,158724,229479,89242,73305,50995,159360,35061,0.8,522.5
Rize,53,Küçük Şehir,2013,320244,160762,159482,233778,86466,73656,51239,160122,35227,0.8,351.9
Rize,53,Küçük Şehir,2014,323566,162430,161136,239438,84128,74420,51770,161783,35593,0.8,401.4
Rize,53,Küçük Şehir,2015,324154,162725,161429,243115,81039,74555,51864,162077,35658,0.8,437.5
Rize,53,Küçük Şehir,2016,326746,164026,162720,248326,78420,75151,52279,163373,35943,0.8,392.7
Rize,53,Küçük Şehir,2017,331944,166635,165309,255596,76348,76347,53111,165972,36514,0.8,361.2
Rize,53,Küçük Şehir,2018,334560,167949,166611,260956,73604,76948,53529,167280,36803,0.8,398.8
Rize,53,Küçük Şehir,2019,334735,168036,166699,264440,70295,76989,53557,167367,36822,0.8,508.7
Rize,53,Küçük Şehir,2020,339968,170663,169305,271974,67994,78192,54394,169984,37398,0.8,361.3
Rize,53,Küçük Şehir,2021,342569,171969,170600,277480,65089,78790,54811,171284,37684,0.8,517.5
Rize,53,Küçük Şehir,2022,343623,172498,171125,281770,61853,79033,54979,171811,37800,0.8,489.5
Rize,53,Küçük Şehir,2023,345909,173646,172263,287104,58805,79559,55345,172954,38051,0.8,415.3
Rize,53,Küçük Şehir,2024,351625,176515,175110,295365,56260,80873,56260,175812,38680,0.8,568.1
Sakarya,54,Orta Ölçek,2005,861321,432383,428938,559858,301463,198103,137811,430660,94747,1.2,1047.8
Sakarya,54,Orta Ölçek,2006,874847,439173,435674,577399,297448,201214,139975,437423,96235,1.2,1076.1
Sakarya,54,Orta Ölçek,2007,881071,442297,438774,590317,290754,202646,140971,440535,96919,1.2,948.4
Sakarya,54,Orta Ölçek,2008,895930,449756,446174,609232,286698,206063,143348,447965,98554,1.2,1209.1
Sakarya,54,Orta Ölçek,2009,901647,452626,449021,622136,279511,207378,144263,450823,99183,1.2,1382.9
Sakarya,54,Orta Ölçek,2010,909713,456675,453038,636799,272914,209233,145554,454856,100070,1.2,1166.3
Sakarya,54,Orta Ölçek,2011,926386,465045,461341,657734,268652,213068,148221,463193,101904,1.2,1113.4
Sakarya,54,Orta Ölçek,2012,933433,468583,464850,672071,261362,214689,149349,466716,102679,1.2,1397.4
Sakarya,54,Orta Ölçek,2013,942612,473191,469421,688106,254506,216800,150817,471306,103689,1.2,1586.9
Sakarya,54,Orta Ölçek,2014,959220,481528,477692,709822,249398,220620,153475,479610,105515,1.2,1697.7
Sakarya,54,Orta Ölçek,2015,972683,488286,484397,729512,243171,223717,155629,486341,106996,1.2,1209.8
Sakarya,54,Orta Ölçek,2016,981831,492879,488952,746191,235640,225821,157092,490915,108003,1.2,1747.0
Sakarya,54,Orta Ölçek,2017,994045,499010,495035,765414,228631,228630,159047,497022,109346,1.2,1164.0
Sakarya,54,Orta Ölçek,2018,1005960,504991,500969,784648,221312,231370,160953,502980,110657,1.2,1161.6
Sakarya,54,Orta Ölçek,2019,1018927,511501,507426,804952,213975,234353,163028,509463,112083,1.2,1256.4
Sakarya,54,Orta Ölçek,2020,1027114,515611,511503,821691,205423,236236,164338,513557,112983,1.2,1711.9
Sakarya,54,Orta Ölçek,2021,1037481,520815,516666,840359,197122,238620,165996,518740,114125,1.2,1198.0
Sakarya,54,Orta Ölçek,2022,1052458,528333,524125,863015,189443,242065,168393,526229,115771,1.2,1132.9
Sakarya,54,Orta Ölçek,2023,1068929,536602,532327,887211,181718,245853,171028,534464,117584,1.2,1729.7
Sakarya,54,Orta Ölçek,2024,1075823,540063,535760,903691,172132,247439,172131,537911,118342,1.2,1233.7
Samsun,55,Orta Ölçek,2005,1103269,553841,549428,717124,386145,253751,176523,551634,121361,1.2,1687.0
Samsun,55,Orta Ölçek,2006,1117778,561124,556654,737733,380045,257088,178844,558889,122957,1.2,1856.8
Samsun,55,Orta Ölçek,2007,1121171,562827,558344,751184,369987,257869,179387,560585,123330,1.2,1535.9
Samsun,55,Orta Ölçek,2008,1142135,573351,568784,776651,365484,262691,182741,571067,125636,1.2,1537.2
Samsun,55,Orta Ölçek,2009,1158170,581401,576769,799137,359033,266379,185307,579085,127399,1.2,1402.1
Samsun,55,Orta Ölçek,2010,1172499,588594,583905,820749,351750,269674,187599,586249,128977,1.2,1524.7
Samsun,55,Orta Ölçek,2011,1176668,590687,585981,835434,341234,270633,188266,588334,129435,1.2,1433.2
Samsun,55,Orta Ölçek,2012,1191258,598011,593247,857705,333553,273989,190601,595629,131039,1.2,1625.2
Samsun,55,Orta Ölçek,2013,1207314,606071,601243,881339,325975,277682,193170,603657,132805,1.2,1551.8
Samsun,55,Orta Ölçek,2014,1221708,613297,608411,904063,317645,280992,195473,610854,134389,1.2,1599.1
Samsun,55,Orta Ölçek,2015,1233659,619296,614363,925244,308415,283741,197385,616829,135704,1.2,1429.5
Samsun,55,Orta Ölçek,2016,1252909,628960,623949,952210,300699,288169,200465,626454,137821,1.2,2098.7
Samsun,55,Orta Ölçek,2017,1275091,640095,634996,981820,293271,293270,204014,637545,140262,1.2,1540.0
Samsun,55,Orta Ölçek,2018,1289374,647265,642109,1005711,283663,296556,206299,644687,141832,1.2,1540.5
Samsun,55,Orta Ölçek,2019,1305476,655348,650128,1031326,274150,300259,208876,652738,143603,1.2,1584.3
Samsun,55,Orta Ölçek,2020,1320212,662746,657466,1056169,264043,303648,211233,660106,145225,1.2,1679.7
Samsun,55,Orta Ölçek,2021,1333664,669499,664165,1080267,253397,306742,213386,666832,146704,1.2,1604.9
Samsun,55,Orta Ölçek,2022,1344396,674886,669510,1102404,241992,309211,215103,672198,147884,1.2,1436.3
Samsun,55,Orta Ölçek,2023,1370393,687937,682456,1137426,232967,315190,219262,685196,150745,1.2,1844.4
Samsun,55,Orta Ölçek,2024,1386666,696106,690560,1164799,221867,318933,221866,693333,152534,1.2,1494.3
Siirt,56,Küçük Şehir,2005,283009,142070,140939,183955,99054,65092,45281,141504,31132,0.8,444.3
Siirt,56,Küçük Şehir,2006,287136,144142,142994,189509,97627,66041,45941,143568,31586,0.8,355.4
Siirt,56,Küçük Şehir,2007,287647,144398,143249,192723,94924,66158,46023,143823,31643,0.8,472.3
Siirt,56,Küçük Şehir,2008,291738,146452,145286,198381,93357,67099,46678,145869,32092,0.8,406.9
Siirt,56,Küçük Şehir,2009,291893,146530,145363,201406,90487,67135,46702,145946,32110,0.8,328.7
Siirt,56,Küçük Şehir,2010,293880,147527,146353,205716,88164,67592,47020,146940,32328,0.8,511.1
Siirt,56,Küçük Şehir,2011,297166,149177,147989,210987,86179,68348,47546,148583,32689,0.8,468.7
Siirt,56,Küçük Şehir,2012,301282,151243,150039,216923,84359,69294,48205,150641,33142,0.8,368.8
Siirt,56,Küçük Şehir,2013,302429,151819,150610,220773,81656,69558,48388,151214,33269,0.8,477.8
Siirt,56,Küçük Şehir,2014,304112,152664,151448,225042,79070,69945,48657,152056,33454,0.8,353.6
Siirt,56,Küçük Şehir,2015,308294,154763,153531,231220,77074,70907,49327,154147,33913,0.8,434.8
Siirt,56,Küçük Şehir,2016,310873,156058,154815,236263,74610,71500,49739,155436,34198,0.8,344.3
Siirt,56,Küçük Şehir,2017,311182,156213,154969,239610,71572,71571,49789,155591,34231,0.8,459.0
Siirt,56,Küçük Şehir,2018,315554,158408,157146,246132,69422,72577,50488,157777,34712,0.8,504.9
Siirt,56,Küçük Şehir,2019,318091,159681,158410,251291,66800,73160,50894,159045,34992,0.8,370.3
Siirt,56,Küçük Şehir,2020,319736,160507,159229,255788,63948,73539,51157,159868,35172,0.8,441.6
Siirt,56,Küçük Şehir,2021,322753,162022,160731,261429,61324,74233,51640,161376,35504,0.8,374.9
Siirt,56,Küçük Şehir,2022,325601,163451,162150,266992,58609,74888,52096,162800,35817,0.8,488.9
Siirt,56,Küçük Şehir,2023,328885,165100,163785,272974,55911,75643,52621,164442,36179,0.8,369.9
Siirt,56,Küçük Şehir,2024,329873,165596,164277,277093,52780,75870,52779,164936,36288,0.8,399.8
Sinop,57,Küçük Şehir,2005,189292,95024,94268,123039,66253,43537,30286,94646,20823,0.8,243.6
Sinop,57,Küçük Şehir,2006,190258,95509,94749,125570,64688,43759,30441,95129,20929,0.8,333.8
Sinop,57,Küçük Şehir,2007,192849,96810,96039,129208,63641,44355,30855,96424,21215,0.8,224.8
Sinop,57,Küçük Şehir,2008,193295,97034,96261,131440,61855,44457,30927,96647,21264,0.8,259.1
Sinop,57,Küçük Şehir,2009,195034,97907,97127,134573,60461,44857,31205,97517,21455,0.8,227.6
Sinop,57,Küçük Şehir,2010,195864,98323,97541,137104,58760,45048,31338,97932,21546,0.8,209.0
Sinop,57,Küçük Şehir,2011,198712,99753,98959,141085,57627,45703,31793,99356,21860,0.8,351.7
Sinop,57,Küçük Şehir,2012,199643,100220,99423,143742,55901,45917,31942,99821,21963,0.8,363.0
Sinop,57,Küçük Şehir,2013,202281,101545,100736,147665,54616,46524,32364,101140,22253,0.8,269.0
Sinop,57,Küçük Şehir,2014,202354,101581,100773,149741,52613,46541,32376,101177,22260,0.8,245.9
Sinop,57,Küçük Şehir,2015,205320,103070,102250,153990,51330,47223,32851,102660,22586,0.8,284.0
Sinop,57,Küçük Şehir,2016,205932,103377,102555,156508,49424,47364,32949,102966,22653,0.8,302.4
Sinop,57,Küçük Şehir,2017,208211,104521,103690,160322,47889,47888,33313,104105,22905,0.8,275.0
Sinop,57,Küçük Şehir,2018,209398,105117,104281,163330,46068,48161,33503,104699,23035,0.8,221.4
Sinop,57,Küçük Şehir,2019,211238,106041,105197,166878,44360,48584,33798,105619,23237,0.8,225.0
Sinop,57,Küçük Şehir,2020,212804,106827,105977,170243,42561,48944,34048,106402,23410,0.8,368.8
Sinop,57,Küçük Şehir,2021,214528,107693,106835,173767,40761,49341,34324,107264,23599,0.8,299.2
Sinop,57,Küçük Şehir,2022,217207,109037,108170,178109,39098,49957,34753,108603,23894,0.8,392.8
Sinop,57,Küçük Şehir,2023,217724,109297,108427,180710,37014,50076,34835,108862,23951,0.8,270.1
Sinop,57,Küçük Şehir,2024,220650,110766,109884,185346,35304,50749,35304,110325,24272,0.8,381.1
Sivas,58,Küçük Şehir,2005,213922,107388,106534,139049,74873,49202,34227,106961,23532,0.8,232.0
Sivas,58,Küçük Şehir,2006,217595,109232,108363,143612,73983,50046,34815,108797,23937,0.8,279.7
Sivas,58,Küçük Şehir,2007,217743,109306,108437,145887,71856,50080,34838,108871,23954,0.8,379.3
Sivas,58,Küçük Şehir,2008,219474,110175,109299,149242,70232,50479,35115,109737,24143,0.8,264.1
Sivas,58,Küçük Şehir,2009,222502,111696,110806,153526,68976,51175,35600,111251,24476,0.8,392.4
Sivas,58,Küçük Şehir,2010,224126,112511,111615,156888,67238,51548,35860,112063,24655,0.8,405.3
Sivas,58,Küçük Şehir,2011,226104,113504,112600,160533,65571,52003,36176,113052,24873,0.8,353.8
Sivas,58,Küçük Şehir,2012,226296,113600,112696,162933,63363,52048,36207,113148,24893,0.8,403.4
Sivas,58,Küçük Şehir,2013,228106,114509,113597,166517,61589,52464,36496,114053,25093,0.8,272.9
Sivas,58,Küçük Şehir,2014,230815,115869,114946,170803,60012,53087,36930,115407,25391,0.8,395.9
Sivas,58,Küçük Şehir,2015,232221,116574,115647,174165,58056,53410,37155,116110,25546,0.8,301.6
Sivas,58,Küçük Şehir,2016,235127,118033,117094,178696,56431,54079,37620,117563,25865,0.8,282.6
Sivas,58,Küçük Şehir,2017,236058,118501,117557,181764,54294,54293,37769,118029,25967,0.8,390.2
Sivas,58,Küçük Şehir,2018,239476,120216,119260,186791,52685,55079,38316,119738,26343,0.8,348.1
Sivas,58,Küçük Şehir,2019,240289,120625,119664,189828,50461,55266,38446,120144,26433,0.8,357.0
Sivas,58,Küçük Şehir,2020,241818,121392,120426,193454,48364,55618,38690,120909,26601,0.8,298.9
Sivas,58,Küçük Şehir,2021,243330,122151,121179,197097,46233,55965,38932,121665,26768,0.8,265.9
Sivas,58,Küçük Şehir,2022,245916,123449,122467,201651,44265,56560,39346,122958,27052,0.8,279.4
Sivas,58,Küçük Şehir,2023,248447,124720,123727,206211,42236,57142,39751,124223,27331,0.8,404.0
Sivas,58,Küçük Şehir,2024,251115,126059,125056,210936,40179,57756,40178,125557,27624,0.8,400.5
Tekirdağ,59,Orta Ölçek,2005,905868,454745,451123,588814,317054,208349,144938,452934,99647,1.2,1368.4
Tekirdağ,59,Orta Ölçek,2006,915398,459529,455869,604162,311236,210541,146463,457699,100695,1.2,1135.7
Tekirdağ,59,Orta Ölçek,2007,927505,465607,461898,621428,306077,213326,148400,463752,102027,1.2,1034.0
Tekirdağ,59,Orta Ölçek,2008,940573,472167,468406,639589,300984,216331,150491,470286,103465,1.2,1098.8
Tekirdağ,59,Orta Ölçek,2009,949980,476889,473091,655486,294494,218495,151996,474990,104499,1.2,1054.4
Tekirdağ,59,Orta Ölçek,2010,960857,482350,478507,672599,288258,220997,153737,480428,105695,1.2,1330.8
Tekirdağ,59,Orta Ölçek,2011,977656,490783,486873,694135,283521,224860,156424,488828,107544,1.2,1172.2
Tekirdağ,59,Orta Ölçek,2012,984910,494424,490486,709135,275775,226529,157585,492455,108341,1.2,1478.8
Tekirdağ,59,Orta Ölçek,2013,1002594,503302,499292,731893,270701,230596,160415,501297,110286,1.2,1199.3
Tekirdağ,59,Orta Ölçek,2014,1007434,505731,501703,745501,261933,231709,161189,503717,110819,1.2,1171.4
Tekirdağ,59,Orta Ölçek,2015,1019634,511856,507778,764725,254909,234515,163141,509817,112161,1.2,1467.1
Tekirdağ,59,Orta Ölçek,2016,1031333,517729,513604,783813,247520,237206,165013,515666,113448,1.2,1803.0
Tekirdağ,59,Orta Ölçek,2017,1053549,528881,524668,811232,242317,242316,168567,526774,115892,1.2,1744.3
Tekirdağ,59,Orta Ölçek,2018,1059769,532004,527765,826619,233150,243746,169563,529884,116576,1.2,1509.6
Tekirdağ,59,Orta Ölçek,2019,1076762,540534,536228,850641,226121,247655,172281,538381,118445,1.2,1742.3
Tekirdağ,59,Orta Ölçek,2020,1089066,546711,542355,871252,217814,250485,174250,544533,119798,1.2,1635.2
Tekirdağ,59,Orta Ölçek,2021,1102681,553545,549136,893171,209510,253616,176428,551340,121297,1.2,1764.3
Tekirdağ,59,Orta Ölçek,2022,1116074,560269,555805,915180,200894,256697,178571,558037,122769,1.2,1754.8
Tekirdağ,59,Orta Ölçek,2023,1131981,568254,563727,939544,192437,260355,181116,565990,124520,1.2,1915.4
Tekirdağ,59,Orta Ölçek,2024,1143139,573855,569284,960236,182903,262921,182902,571569,125747,1.2,2059.7
Tokat,60,Orta Ölçek,2005,479856,240887,238969,311906,167950,110366,76776,239928,52786,1.2,644.1
Tokat,60,Orta Ölçek,2006,484073,243004,241069,319488,164585,111336,77451,242036,53250,1.2,617.4
Tokat,60,Orta Ölçek,2007,491429,246697,244732,329257,162172,113028,78628,245714,54059,1.2,764.3
Tokat,60,Orta Ölçek,2008,493277,247625,245652,335428,157849,113453,78924,246638,54262,1.2,547.5
Tokat,60,Orta Ölçek,2009,499890,250944,248946,344924,154966,114974,79982,249945,54989,1.2,538.1
Tokat,60,Orta Ölçek,2010,507695,254862,252833,355386,152309,116769,81231,253847,55848,1.2,642.7
Tokat,60,Orta Ölçek,2011,513057,257554,255503,364270,148787,118003,82089,256528,56437,1.2,690.5
Tokat,60,Orta Ölçek,2012,520630,261356,259274,374853,145777,119744,83300,260315,57271,1.2,622.8
Tokat,60,Orta Ölçek,2013,528355,265234,263121,385699,142656,121521,84536,264177,58121,1.2,883.5
Tokat,60,Orta Ölçek,2014,531129,266626,264503,393035,138094,122159,84980,265564,58426,1.2,565.6
Tokat,60,Orta Ölçek,2015,536341,269243,267098,402255,134086,123358,85814,268170,58999,1.2,889.5
Tokat,60,Orta Ölçek,2016,544677,273427,271250,413954,130723,125275,87148,272338,59916,1.2,619.0
Tokat,60,Orta Ölçek,2017,552266,277237,275029,425244,127022,127021,88362,276133,60750,1.2,659.8
Tokat,60,Orta Ölçek,2018,558843,280539,278304,435897,122946,128533,89414,279421,61475,1.2,989.1
Tokat,60,Orta Ölçek,2019,565418,283839,281579,446680,118738,130046,90466,282709,62197,1.2,603.4
Tokat,60,Orta Ölçek,2020,572761,287526,285235,458208,114553,131735,91641,286380,63005,1.2,982.4
Tokat,60,Orta Ölçek,2021,580021,291170,288851,469817,110204,133404,92803,290010,63804,1.2,663.6
Tokat,60,Orta Ölçek,2022,583628,292981,290647,478574,105054,134234,93380,291814,64200,1.2,628.9
Tokat,60,Orta Ölçek,2023,589983,296171,293812,489685,100298,135696,94397,294991,64899,1.2,657.7
Tokat,60,Orta Ölçek,2024,599239,300817,298422,503360,95879,137824,95878,299619,65918,1.2,704.2
Trabzon,61,Orta Ölçek,2005,655849,329236,326613,426301,229548,150845,104935,327924,72145,1.2,691.1
Trabzon,61,Orta Ölçek,2006,662155,332401,329754,437022,225133,152295,105944,331077,72839,1.2,936.6
Trabzon,61,Orta Ölçek,2007,672642,337666,334976,450670,221972,154707,107622,336321,73992,1.2,774.9
Trabzon,61,Orta Ölçek,2008,677989,340350,337639,461032,216957,155937,108478,338994,74580,1.2,974.1
Trabzon,61,Orta Ölçek,2009,684330,343533,340797,472187,212143,157395,109492,342165,75278,1.2,955.8
Trabzon,61,Orta Ölçek,2010,692165,347466,344699,484515,207650,159197,110746,346082,76140,1.2,747.5
Trabzon,61,Orta Ölçek,2011,703406,353109,350297,499418,203988,161783,112544,351703,77376,1.2,1217.0
Trabzon,61,Orta Ölçek,2012,709582,356210,353372,510899,198683,163203,113533,354791,78055,1.2,1013.7
Trabzon,61,Orta Ölçek,2013,716330,359597,356733,522920,193410,164755,114612,358165,78798,1.2,1281.4
Trabzon,61,Orta Ölçek,2014,731413,367169,364244,541245,190168,168224,117026,365706,80457,1.2,1096.6
Trabzon,61,Orta Ölçek,2015,737534,370242,367292,553150,184384,169632,118005,368767,81130,1.2,787.1
Trabzon,61,Orta Ölçek,2016,745711,374346,371365,566740,178971,171513,119313,372855,82030,1.2,823.1
Trabzon,61,Orta Ölçek,2017,753747,378380,375367,580385,173362,173361,120599,376873,82914,1.2,1227.6
Trabzon,61,Orta Ölçek,2018,759886,381462,378424,592711,167175,174773,121581,379943,83589,1.2,1213.9
Trabzon,61,Orta Ölçek,2019,768715,385894,382821,607284,161431,176804,122994,384357,84560,1.2,1285.5
Trabzon,61,Orta Ölçek,2020,784655,393896,390759,627724,156931,180470,125544,392327,86314,1.2,987.0
Trabzon,61,Orta Ölçek,2021,790256,396708,393548,640107,150149,181758,126440,395128,86930,1.2,945.3
Trabzon,61,Orta Ölçek,2022,803970,403592,400378,659255,144715,184913,128635,401985,88437,1.2,1046.8
Trabzon,61,Orta Ölçek,2023,812603,407926,404677,674460,138143,186898,130016,406301,89388,1.2,979.0
Trabzon,61,Orta Ölçek,2024,823926,413610,410316,692097,131829,189502,131828,411963,90633,1.2,1160.5
Tunceli,62,Küçük Şehir,2005,73417,36855,36562,47721,25696,16885,11746,36708,8078,0.8,89.8
Tunceli,62,Küçük Şehir,2006,73800,37047,36753,48708,25092,16974,11808,36900,8118,0.8,119.0
Tunceli,62,Küçük Şehir,2007,74075,37185,36890,49630,24445,17037,11852,37037,8149,0.8,102.2
Tunceli,62,Küçük Şehir,2008,75165,37732,37433,51112,24053,17287,12026,37582,8270,0.8,118.9
Tunceli,62,Küçük Şehir,2009,75632,37967,37665,52186,23446,17395,12101,37816,8320,0.8,129.5
Tunceli,62,Küçük Şehir,2010,76210,38257,37953,53347,22863,17528,12193,38105,8384,0.8,92.5
Tunceli,62,Küçük Şehir,2011,76615,38460,38155,54396,22219,17621,12258,38307,8429,0.8,86.6
Tunceli,62,Küçük Şehir,2012,77585,38947,38638,55861,21724,17844,12413,38792,8536,0.8,110.8
Tunceli,62,Küçük Şehir,2013,78007,39159,38848,56945,21062,17941,12481,39003,8582,0.8,102.0
Tunceli,62,Küçük Şehir,2014,78373,39343,39030,57996,20377,18025,12539,39186,8623,0.8,119.5
Tunceli,62,Küçük Şehir,2015,79437,39877,39560,59577,19860,18270,12709,39718,8740,0.8,139.6
Tunceli,62,Küçük Şehir,2016,80125,40222,39903,60895,19230,18428,12820,40062,8815,0.8,105.7
Tunceli,62,Küçük Şehir,2017,80647,40484,40163,62098,18549,18548,12903,40323,8873,0.8,127.2
Tunceli,62,Küçük Şehir,2018,81202,40763,40439,63337,17865,18676,12992,40601,8933,0.8,125.9
Tunceli,62,Küçük Şehir,2019,81655,40990,40665,64507,17148,18780,13064,40827,8984,0.8,134.7
Tunceli,62,Küçük Şehir,2020,82705,41517,41188,66164,16541,19022,13232,41352,9099,0.8,107.4
Tunceli,62,Küçük Şehir,2021,82941,41636,41305,67182,15759,19076,13270,41470,9125,0.8,128.0
Tunceli,62,Küçük Şehir,2022,83965,42150,41815,68851,15114,19311,13434,41982,9238,0.8,130.0
Tunceli,62,Küçük Şehir,2023,83924,42129,41795,69656,14268,19302,13427,41962,9233,0.8,108.6
Tunceli,62,Küçük Şehir,2024,84753,42546,42207,71192,13561,19493,13560,42376,9324,0.8,93.0
